week,location,average_price
10-01-2015,Siliguri,122.51(118.12)
10-01-2015,Jalpaiguri,NS(NS)
10-01-2015,mjunction,
10-01-2015,Cochin,96.74(110.29)
10-01-2015,Coonoor,72.14(78.45)
10-01-2015,Coimbatore,78.43(84.12)
10-01-2015,Tea Serve,51.03(73.58)
03-01-2015,Kolkata,147.87(145.31)
03-01-2015,Guwahati,119.08(116.88)
03-01-2015,Siliguri,121.55(122.44)
03-01-2015,Jalpaiguri,NS(NS)
03-01-2015,mjunction,
03-01-2015,Cochin,99.48(100.85)
03-01-2015,Coonoor,71.27(76.76)
03-01-2015,Coimbatore,76.15(82.52)
03-01-2015,Tea Serve,50.09(69.68)
24-12-2016,Kolkata,144.88(153.79)
24-12-2016,Guwahati,131.35(135.27)
24-12-2016,Siliguri,128.90(128.56)
24-12-2016,Jalpaiguri,NS(NS)
24-12-2016,mjunction,
24-12-2016,Cochin,111.99(NS)
24-12-2016,Coonoor,106.73(83.51)
24-12-2016,Coimbatore,107.22(NS)
24-12-2016,Tea Serve,95.43(72.87)
17-12-2016,Kolkata,148.67(157.45)
17-12-2016,Guwahati,130.57(134.46)
17-12-2016,Siliguri,128.84(125.55)
17-12-2016,Jalpaiguri,NS(NS)
17-12-2016,mjunction,
17-12-2016,Cochin,110.55(107.85)
17-12-2016,Coonoor,104.97(82.18)
17-12-2016,Coimbatore,103.90(86.85)
17-12-2016,Tea Serve,94.62(68.76)
10-12-2016,Kolkata,148.35(155.83)
10-12-2016,Guwahati,133.78(133.57)
10-12-2016,Siliguri,125.89(120.70)
10-12-2016,Jalpaiguri,NS(NS)
10-12-2016,mjunction,
10-12-2016,Cochin,108.17(105.87)
10-12-2016,Coonoor,103.81(80.87)
10-12-2016,Coimbatore,103.24(83.87)
10-12-2016,Tea Serve,94.43(66.11)
03-12-2016,Kolkata,152.06(154.94)
03-12-2016,Guwahati,133.44(137.00)
03-12-2016,Siliguri,126.55(125.47)
03-12-2016,Jalpaiguri,NS(NS)
03-12-2016,mjunction,
03-12-2016,Cochin,109.31(103.73)
03-12-2016,Coonoor,101.88(78.69)
03-12-2016,Coimbatore,101.75(81.06)
03-12-2016,Tea Serve,95.72(63.39)
26-11-2016,Kolkata,154.83(157.92)
26-11-2016,Guwahati,138.11(144.91)
26-11-2016,Siliguri,128.47(132.17)
26-11-2016,Jalpaiguri,NS(NS)
26-11-2016,mjunction,
26-11-2016,Cochin,110.00(105.30)
26-11-2016,Coonoor,100.18(75.52)
26-11-2016,Coimbatore,101.16(80.56)
26-11-2016,Tea Serve,94.59(64.30)
19-11-2016,Kolkata,154.58(152.56)
19-11-2016,Guwahati,137.02(141.95)
19-11-2016,Siliguri,124.00(125.17)
19-11-2016,Jalpaiguri,NS(NS)
19-11-2016,mjunction,
19-11-2016,Cochin,111.10(94.81)
19-11-2016,Coonoor,98.54(73.33)
19-11-2016,Coimbatore,101.58(79.55)
19-11-2016,Tea Serve,91.26(62.93)
12-11-2016,Kolkata,152.38(154.15)
12-11-2016,Guwahati,138.84(147.66)
12-11-2016,Siliguri,130.27(NS)
12-11-2016,Jalpaiguri,NS(NS)
12-11-2016,mjunction,
12-11-2016,Cochin,114.73(93.67)
12-11-2016,Coonoor,98.66(NS)
12-11-2016,Coimbatore,101.07(NS)
12-11-2016,Tea Serve,90.99(60.51)
05-11-2016,Kolkata,150.34(155.49)
05-11-2016,Guwahati,137.18(141.27)
05-11-2016,Siliguri,132.45(121.91)
05-11-2016,Jalpaiguri,NS(NS)
05-11-2016,mjunction,
05-11-2016,Cochin,112.43(94.38)
05-11-2016,Coonoor,98.47(72.45)
05-11-2016,Coimbatore,100.27(79.24)
05-11-2016,Tea Serve,91.34(57.25)
29-10-2016,Kolkata,147.48(153.37)
29-10-2016,Guwahati,137.98(140.56)
29-10-2016,Siliguri,129.59(120.13)
29-10-2016,Jalpaiguri,NS(NS)
29-10-2016,mjunction,
29-10-2016,Cochin,112.54(101.26)
29-10-2016,Coonoor,NS(72.12)
29-10-2016,Coimbatore,NS(81.35)
29-10-2016,Tea Serve,89.57(56.19)
22-10-2016,Kolkata,148.41(NS)
22-10-2016,Guwahati,140.46(NS)
22-10-2016,Siliguri,NS(NS)
22-10-2016,Jalpaiguri,NS(NS)
22-10-2016,mjunction,
22-10-2016,Cochin,112.52(106.71)
22-10-2016,Coonoor,97.23(73.26)
22-10-2016,Coimbatore,99.43(77.93)
22-10-2016,Tea Serve,86.53(54.32)
15-10-2016,Kolkata,NS(157.02)
15-10-2016,Guwahati,NS(140.93)
15-10-2016,Siliguri,NS(115.19)
15-10-2016,Jalpaiguri,NS(NS)
15-10-2016,mjunction,
15-10-2016,Cochin,111.45(105.60)
15-10-2016,Coonoor,95.58(72.71)
15-10-2016,Coimbatore,102.40(81.11)
15-10-2016,Tea Serve,88.40(51.73)
08-10-2016,Kolkata,144.54(162.17)
08-10-2016,Guwahati,139.15(141.25)
08-10-2016,Siliguri,127.22(112.72)
08-10-2016,Jalpaiguri,NS(NS)
08-10-2016,mjunction,
08-10-2016,Cochin,110.64(101.07)
08-10-2016,Coonoor,97.46(69.74)
08-10-2016,Coimbatore,100.82(75.41)
08-10-2016,Tea Serve,88.07(54.92)
01-10-2016,Kolkata,147.47(153.90)
01-10-2016,Guwahati,138.78(145.37)
01-10-2016,Siliguri,130.52(110.88)
01-10-2016,Jalpaiguri,NS(NS)
01-10-2016,mjunction,
01-10-2016,Cochin,111.49(100.70)
01-10-2016,Coonoor,98.24(68.30)
01-10-2016,Coimbatore,100.80(75.89)
01-10-2016,Tea Serve,88.52(56.21)
24-09-2016,Kolkata,149.87(158.22)
24-09-2016,Guwahati,139.27(146.82)
24-09-2016,Siliguri,129.71(115.23)
24-09-2016,Jalpaiguri,NS(NS)
24-09-2016,mjunction,
24-09-2016,Cochin,111.12(98.50)
24-09-2016,Coonoor,98.79(68.40)
24-09-2016,Coimbatore,100.02(72.51)
24-09-2016,Tea Serve,88.03(55.13)
17-09-2016,Kolkata,150.20(164.58)
17-09-2016,Guwahati,137.97(144.42)
17-09-2016,Siliguri,129.82(116.21)
17-09-2016,Jalpaiguri,NS(NS)
17-09-2016,mjunction,
17-09-2016,Cochin,NS(92.89)
17-09-2016,Coonoor,99.41(67.02)
17-09-2016,Coimbatore,99.91(72.62)
17-09-2016,Tea Serve,84.79(50.24)
10-09-2016,Kolkata,149.90(164.57)
10-09-2016,Guwahati,140.12(144.06)
10-09-2016,Siliguri,131.55(118.19)
10-09-2016,Jalpaiguri,NS(86.03)
10-09-2016,mjunction,
10-09-2016,Cochin,111.51(89.70)
10-09-2016,Coonoor,98.21(65.68)
10-09-2016,Coimbatore,99.73(69.66)
10-09-2016,Tea Serve,82.26(54.33)
03-09-2016,Kolkata,151.35(165.47)
03-09-2016,Guwahati,141.28(149.82)
03-09-2016,Siliguri,130.08(120.68)
03-09-2016,Jalpaiguri,NS(103.44)
03-09-2016,mjunction,
03-09-2016,Cochin,114.62(91.47)
03-09-2016,Coonoor,95.97(65.05)
03-09-2016,Coimbatore,97.25(71.95)
03-09-2016,Tea Serve,78.87(54.72)
27-08-2016,Kolkata,150.00(168.49)
27-08-2016,Guwahati,142.04(152.24)
27-08-2016,Siliguri,127.29(119.17)
27-08-2016,Jalpaiguri,NS(90.28)
27-08-2016,mjunction,
27-08-2016,Cochin,114.70(NS)
27-08-2016,Coonoor,92.73(64.38)
27-08-2016,Coimbatore,96.43(71.58)
27-08-2016,Tea Serve,77.37(52.17)
20-08-2016,Kolkata,155.05(170.35)
20-08-2016,Guwahati,141.17(152.27)
20-08-2016,Siliguri,125.14(120.75)
20-08-2016,Jalpaiguri,NS(100.84)
20-08-2016,mjunction,
20-08-2016,Cochin,111.39(91.13)
20-08-2016,Coonoor,90.82(64.39)
20-08-2016,Coimbatore,93.72(71.34)
20-08-2016,Tea Serve,78.43(54.57)
13-08-2016,Kolkata,158.31(166.07)
13-08-2016,Guwahati,143.12(151.38)
13-08-2016,Siliguri,128.79(123.26)
13-08-2016,Jalpaiguri,NS(100.64)
13-08-2016,mjunction,
13-08-2016,Cochin,111.68(90.11)
13-08-2016,Coonoor,87.89(64.18)
13-08-2016,Coimbatore,91.48(70.27)
13-08-2016,Tea Serve,77.76(58.30)
06-08-2016,Kolkata,159.40(163.72)
06-08-2016,Guwahati,144.15(151.02)
06-08-2016,Siliguri,132.32(127.01)
06-08-2016,Jalpaiguri,NS(NS)
06-08-2016,mjunction,
06-08-2016,Cochin,114.47(86.66)
06-08-2016,Coonoor,85.97(64.57)
06-08-2016,Coimbatore,90.28(70.21)
06-08-2016,Tea Serve,78.33(56.71)
30-07-2016,Kolkata,159.43(169.45)
30-07-2016,Guwahati,146.07(152.64)
30-07-2016,Siliguri,135.79(126.78)
30-07-2016,Jalpaiguri,NS(NS)
30-07-2016,mjunction,
30-07-2016,Cochin,115.98(86.06)
30-07-2016,Coonoor,85.42(64.68)
30-07-2016,Coimbatore,91.17(71.21)
30-07-2016,Tea Serve,79.49(55.26)
23-07-2016,Kolkata,162.54(169.12)
23-07-2016,Guwahati,149.85(156.88)
23-07-2016,Siliguri,138.38(128.52)
23-07-2016,Jalpaiguri,NS(NS)
23-07-2016,mjunction,
23-07-2016,Cochin,114.23(85.56)
23-07-2016,Coonoor,87.62(65.28)
23-07-2016,Coimbatore,92.73(69.54)
23-07-2016,Tea Serve,81.56(58.19)
16-07-2016,Kolkata,171.50(169.33)
16-07-2016,Guwahati,154.04(150.99)
16-07-2016,Siliguri,142.89(126.49)
16-07-2016,Jalpaiguri,NS(NS)
16-07-2016,mjunction,
16-07-2016,Cochin,113.15(87.72)
16-07-2016,Coonoor,91.00(65.03)
16-07-2016,Coimbatore,94.33(73.46)
16-07-2016,Tea Serve,82.86(58.21)
09-07-2016,Kolkata,163.96(163.85)
09-07-2016,Guwahati,155.34(155.18)
09-07-2016,Siliguri,140.11(124.03)
09-07-2016,Jalpaiguri,NS(NS)
09-07-2016,mjunction,
09-07-2016,Cochin,111.72(87.62)
09-07-2016,Coonoor,94.84(67.88)
09-07-2016,Coimbatore,97.13(72.88)
09-07-2016,Tea Serve,84.41(59.77)
02-07-2016,Kolkata,168.49(155.47)
02-07-2016,Guwahati,154.87(153.59)
02-07-2016,Siliguri,111.33(126.32)
02-07-2016,Jalpaiguri,NS(NS)
02-07-2016,mjunction,
02-07-2016,Cochin,114.66(87.90)
02-07-2016,Coonoor,96.19(68.27)
02-07-2016,Coimbatore,98.93(72.40)
02-07-2016,Tea Serve,84.60(60.85)
25-06-2016,Kolkata,163.93(163.57)
25-06-2016,Guwahati,152.88(153.20)
25-06-2016,Siliguri,118.13(127.75)
25-06-2016,Jalpaiguri,NS(NS)
25-06-2016,mjunction,
25-06-2016,Cochin,113.94(86.42)
25-06-2016,Coonoor,96.94(67.80)
25-06-2016,Coimbatore,100.17(72.92)
25-06-2016,Tea Serve,88.47(58.85)
18-06-2016,Kolkata,163.88(161.95)
18-06-2016,Guwahati,152.99(151.84)
18-06-2016,Siliguri,145.44(130.38)
18-06-2016,Jalpaiguri,NS(NS)
18-06-2016,mjunction,
18-06-2016,Cochin,123.70(86.80)
18-06-2016,Coonoor,98.16(65.29)
18-06-2016,Coimbatore,100.54(71.98)
18-06-2016,Tea Serve,89.39(56.72)
11-06-2016,Kolkata,154.04(153.28)
11-06-2016,Guwahati,150.08(150.97)
11-06-2016,Siliguri,142.79(130.51)
11-06-2016,Jalpaiguri,NS(NS)
11-06-2016,mjunction,
11-06-2016,Cochin,114.28(87.56)
11-06-2016,Coonoor,98.48(63.10)
11-06-2016,Coimbatore,102.17(69.07)
11-06-2016,Tea Serve,91.04(52.76)
04-06-2016,Kolkata,144.51(153.48)
04-06-2016,Guwahati,146.46(149.26)
04-06-2016,Siliguri,144.44(133.00)
04-06-2016,Jalpaiguri,NS(NS)
04-06-2016,mjunction,
04-06-2016,Cochin,111.23(88.88)
04-06-2016,Coonoor,97.36(62.74)
04-06-2016,Coimbatore,100.94(70.48)
04-06-2016,Tea Serve,87.85(52.14)
28-05-2016,Kolkata,144.66(157.29)
28-05-2016,Guwahati,133.69(143.73)
28-05-2016,Siliguri,141.03(135.62)
28-05-2016,Jalpaiguri,NS(NS)
28-05-2016,mjunction,
28-05-2016,Cochin,114.01(91.02)
28-05-2016,Coonoor,96.49(61.78)
28-05-2016,Coimbatore,100.13(69.99)
28-05-2016,Tea Serve,85.41(55.11)
21-05-2016,Kolkata,145.09(145.07)
21-05-2016,Guwahati,129.30(145.40)
21-05-2016,Siliguri,142.38(136.30)
21-05-2016,Jalpaiguri,NS(NS)
21-05-2016,mjunction,
21-05-2016,Cochin,113.75(91.01)
21-05-2016,Coonoor,95.24(64.89)
21-05-2016,Coimbatore,100.15(70.93)
21-05-2016,Tea Serve,84.88(55.83)
14-05-2016,Kolkata,150.15(153.55)
14-05-2016,Guwahati,136.08(143.06)
14-05-2016,Siliguri,136.63(129.71)
14-05-2016,Jalpaiguri,NS(NS)
14-05-2016,mjunction,
14-05-2016,Cochin,115.30(90.86)
14-05-2016,Coonoor,96.35(68.19)
14-05-2016,Coimbatore,102.37(73.59)
14-05-2016,Tea Serve,87.18(56.37)
07-05-2016,Kolkata,146.67(148.11)
07-05-2016,Guwahati,133.41(148.38)
07-05-2016,Siliguri,131.53(130.77)
07-05-2016,Jalpaiguri,NS(NS)
07-05-2016,mjunction,
07-05-2016,Cochin,112.35(92.28)
07-05-2016,Coonoor,96.23(71.37)
07-05-2016,Coimbatore,103.15(78.31)
07-05-2016,Tea Serve,90.01(57.96)
30-04-2016,Kolkata,149.14(154.19)
30-04-2016,Guwahati,139.84(147.73)
30-04-2016,Siliguri,130.81(133.33)
30-04-2016,Jalpaiguri,NS(NS)
30-04-2016,mjunction,
30-04-2016,Cochin,109.97(94.76)
30-04-2016,Coonoor,95.62(73.41)
30-04-2016,Coimbatore,100.94(77.54)
30-04-2016,Tea Serve,87.11(55.19)
23-04-2016,Kolkata,160.41(164.50)
23-04-2016,Guwahati,146.24(120.68)
23-04-2016,Siliguri,135.71(139.30)
23-04-2016,Jalpaiguri,NS(NS)
23-04-2016,mjunction,
23-04-2016,Cochin,110.46(97.71)
23-04-2016,Coonoor,92.97(75.44)
23-04-2016,Coimbatore,99.68(78.49)
23-04-2016,Tea Serve,87.98(55.87)
16-04-2016,Kolkata,164.44(110.39)
16-04-2016,Guwahati,154.38(156.83)
16-04-2016,Siliguri,146.80(140.50)
16-04-2016,Jalpaiguri,NS(NS)
16-04-2016,mjunction,
16-04-2016,Cochin,112.86(100.84)
16-04-2016,Coonoor,93.59(77.26)
16-04-2016,Coimbatore,99.98(77.49)
16-04-2016,Tea Serve,85.48(59.21)
09-04-2016,Kolkata,143.69(108.09)
09-04-2016,Guwahati,170.53(138.15)
09-04-2016,Siliguri,160.00(137.20)
09-04-2016,Jalpaiguri,NS(NS)
09-04-2016,mjunction,
09-04-2016,Cochin,115.66(100.11)
09-04-2016,Coonoor,93.73(76.49)
09-04-2016,Coimbatore,100.55(79.21)
09-04-2016,Tea Serve,83.17(60.17)
02-04-2016,Kolkata,NS(NS)
02-04-2016,Guwahati,119.11(91.70)
02-04-2016,Siliguri,140.78(122.70)
02-04-2016,Jalpaiguri,NS(NS)
02-04-2016,mjunction,
02-04-2016,Cochin,116.00(NS)
02-04-2016,Coonoor,91.59(77.58)
02-04-2016,Coimbatore,98.00(80.03)
02-04-2016,Tea Serve,83.15(61.85)
26-03-2016,Kolkata,NS(84.97)
26-03-2016,Guwahati,NS(NS)
26-03-2016,Siliguri,NS(125.35)
26-03-2016,Jalpaiguri,NS(NS)
26-03-2016,mjunction,
26-03-2016,Cochin,NS(97.94)
26-03-2016,Coonoor,90.74(78.30)
26-03-2016,Coimbatore,96.56(80.36)
26-03-2016,Tea Serve,79.96(59.12)
19-03-2016,Kolkata,111.62(NS)
19-03-2016,Guwahati,NS(NS)
19-03-2016,Siliguri,NS(78.45)
19-03-2016,Jalpaiguri,NS(NS)
19-03-2016,mjunction,
19-03-2016,Cochin,111.15(94.64)
19-03-2016,Coonoor,91.66(78.68)
19-03-2016,Coimbatore,95.91(79.40)
19-03-2016,Tea Serve,80.96(65.30)
12-03-2016,Kolkata,NS(91.99)
12-03-2016,Guwahati,105.35(104.98)
12-03-2016,Siliguri,NS(77.08)
12-03-2016,Jalpaiguri,NS(NS)
12-03-2016,mjunction,
12-03-2016,Cochin,107.11(95.85)
12-03-2016,Coonoor,94.19(77.67)
12-03-2016,Coimbatore,94.58(79.32)
12-03-2016,Tea Serve,78.88(66.16)
05-03-2016,Kolkata,NS(86.73)
05-03-2016,Guwahati,NS(101.00)
05-03-2016,Siliguri,102.43(NS)
05-03-2016,Jalpaiguri,NS(NS)
05-03-2016,mjunction,
05-03-2016,Cochin,109.51(95.77)
05-03-2016,Coonoor,100.18(79.32)
05-03-2016,Coimbatore,97.86(80.54)
05-03-2016,Tea Serve,79.83(65.12)
27-02-2016,Kolkata,109.77(96.04)
27-02-2016,Guwahati,108.52(104.08)
27-02-2016,Siliguri,NS(82.23)
27-02-2016,Jalpaiguri,NS(NS)
27-02-2016,mjunction,
27-02-2016,Cochin,114.44(98.60)
27-02-2016,Coonoor,106.62(78.55)
27-02-2016,Coimbatore,103.37(80.90)
27-02-2016,Tea Serve,82.49(63.62)
20-02-2016,Kolkata,119.41(110.66)
20-02-2016,Guwahati,108.19(102.71)
20-02-2016,Siliguri,104.43(88.67)
20-02-2016,Jalpaiguri,NS(NS)
20-02-2016,mjunction,
20-02-2016,Cochin,120.07(99.69)
20-02-2016,Coonoor,109.94(78.97)
20-02-2016,Coimbatore,105.22(80.03)
20-02-2016,Tea Serve,81.30(63.18)
13-02-2016,Kolkata,122.26(121.37)
13-02-2016,Guwahati,113.29(101.16)
13-02-2016,Siliguri,101.94(97.64)
13-02-2016,Jalpaiguri,NS(NS)
13-02-2016,mjunction,
13-02-2016,Cochin,121.57(99.95)
13-02-2016,Coonoor,110.64(78.95)
13-02-2016,Coimbatore,105.64(80.87)
13-02-2016,Tea Serve,84.45(60.67)
06-02-2016,Kolkata,117.94(123.81)
06-02-2016,Guwahati,113.04(100.35)
06-02-2016,Siliguri,105.48(102.42)
06-02-2016,Jalpaiguri,NS(NS)
06-02-2016,mjunction,
06-02-2016,Cochin,123.56(96.13)
06-02-2016,Coonoor,104.49(80.16)
06-02-2016,Coimbatore,103.93(81.69)
06-02-2016,Tea Serve,83.86(58.71)
30-01-2016,Kolkata,122.06(131.11)
30-01-2016,Guwahati,115.69(105.44)
30-01-2016,Siliguri,110.25(111.55)
30-01-2016,Jalpaiguri,NS(NS)
30-01-2016,mjunction,
30-01-2016,Cochin,121.41(96.43)
30-01-2016,Coonoor,102.74(78.93)
30-01-2016,Coimbatore,101.11(81.06)
30-01-2016,Tea Serve,80.16(56.67)
23-01-2016,Kolkata,131.62(135.29)
23-01-2016,Guwahati,115.34(108.54)
23-01-2016,Siliguri,116.50(119.21)
23-01-2016,Jalpaiguri,NS(NS)
23-01-2016,mjunction,
23-01-2016,Cochin,119.64(94.95)
23-01-2016,Coonoor,96.80(78.38)
23-01-2016,Coimbatore,97.91(80.16)
23-01-2016,Tea Serve,78.17(56.12)
16-01-2016,Kolkata,139.57(143.80)
16-01-2016,Guwahati,128.57(122.39)
16-01-2016,Siliguri,119.06(123.11)
16-01-2016,Jalpaiguri,NS(NS)
16-01-2016,mjunction,
16-01-2016,Cochin,118.93(97.20)
16-01-2016,Coonoor,94.44(77.25)
16-01-2016,Coimbatore,94.73(78.72)
16-01-2016,Tea Serve,79.50(52.94)
09-01-2016,Kolkata,145.47(144.55)
09-01-2016,Guwahati,129.16(113.50)
09-01-2016,Siliguri,124.25(122.51)
09-01-2016,Jalpaiguri,NS(NS)
09-01-2016,mjunction,
09-01-2016,Cochin,113.81(96.74)
09-01-2016,Coonoor,89.47(72.14)
09-01-2016,Coimbatore,91.40(78.43)
09-01-2016,Tea Serve,74.67(51.03)
02-01-2016,Kolkata,147.26(147.87)
02-01-2016,Guwahati,125.94(119.08)
02-01-2016,Siliguri,124.80(121.53)
02-01-2016,Jalpaiguri,NS(NS)
02-01-2016,mjunction,
02-01-2016,Cochin,108.58(99.48)
02-01-2016,Coonoor,NS(71.27)
02-01-2016,Coimbatore,88.49(76.15)
02-01-2016,Tea Serve,74.70(50.09)
23-12-2017,Kolkata,147.62(144.88)
23-12-2017,Guwahati,139.79(131.35)
23-12-2017,Siliguri,131.39(128.90)
23-12-2017,Jalpaiguri,NS(NS)
23-12-2017,mjunction,
23-12-2017,Cochin,110.07(111.99)
23-12-2017,Coonoor,83.75(106.73)
23-12-2017,Coimbatore,92.51(107.22)
23-12-2017,Tea Serve,63.94(95.43)
16-12-2017,Kolkata,155.58(148.67)
16-12-2017,Guwahati,140.58(130.57)
16-12-2017,Siliguri,129.78(128.84)
16-12-2017,Jalpaiguri,NS(NS)
16-12-2017,mjunction,
16-12-2017,Cochin,108.91(110.55)
16-12-2017,Coonoor,81.42(104.97)
16-12-2017,Coimbatore,90.50(103.90)
16-12-2017,Tea Serve,64.13(94.62)
09-12-2017,Kolkata,157.88(148.35)
09-12-2017,Guwahati,140.01(133.78)
09-12-2017,Siliguri,128.02(125.89)
09-12-2017,Jalpaiguri,NS(NS)
09-12-2017,mjunction,
09-12-2017,Cochin,109.23(108.17)
09-12-2017,Coonoor,77.74(103.81)
09-12-2017,Coimbatore,90.12(103.24)
09-12-2017,Tea Serve,63.66(94.43)
02-12-2017,Kolkata,157.66(152.06)
02-12-2017,Guwahati,142.47(133.44)
02-12-2017,Siliguri,131.47(126.55)
02-12-2017,Jalpaiguri,NS(NS)
02-12-2017,mjunction,
02-12-2017,Cochin,110.34(109.31)
02-12-2017,Coonoor,74.75(101.88)
02-12-2017,Coimbatore,89.87(101.75)
02-12-2017,Tea Serve,65.14(95.72)
25-11-2017,Kolkata,159.51(154.83)
25-11-2017,Guwahati,143.61(138.11)
25-11-2017,Siliguri,133.54(128.47)
25-11-2017,Jalpaiguri,NS(NS)
25-11-2017,mjunction,
25-11-2017,Cochin,110.67(110.00)
25-11-2017,Coonoor,75.13(100.18)
25-11-2017,Coimbatore,91.90(101.16)
25-11-2017,Tea Serve,65.46(94.59)
18-11-2017,Kolkata,157.92(154.58)
18-11-2017,Guwahati,142.04(137.01)
18-11-2017,Siliguri,133.26(124.00)
18-11-2017,Jalpaiguri,NS(NS)
18-11-2017,mjunction,
18-11-2017,Cochin,109.51(111.10)
18-11-2017,Coonoor,76.38(98.54)
18-11-2017,Coimbatore,89.79(101.58)
18-11-2017,Tea Serve,67.92(91.26)
11-11-2017,Kolkata,159.63(152.38)
11-11-2017,Guwahati,144.18(138.84)
11-11-2017,Siliguri,131.19(130.27)
11-11-2017,Jalpaiguri,NS(NS)
11-11-2017,mjunction,
11-11-2017,Cochin,109.41(114.73)
11-11-2017,Coonoor,77.57(98.66)
11-11-2017,Coimbatore,93.38(101.07)
11-11-2017,Tea Serve,66.73(90.99)
04-11-2017,Kolkata,158.91(150.34)
04-11-2017,Guwahati,147.84(137.18)
04-11-2017,Siliguri,128.42(132.45)
04-11-2017,Jalpaiguri,NS(NS)
04-11-2017,mjunction,
04-11-2017,Cochin,109.30(112.43)
04-11-2017,Coonoor,78.67(98.47)
04-11-2017,Coimbatore,91.70(100.27)
04-11-2017,Tea Serve,67.00(91.34)
28-10-2017,Kolkata,159.21(147.48)
28-10-2017,Guwahati,152.04(137.98)
28-10-2017,Siliguri,129.02(129.59)
28-10-2017,Jalpaiguri,NS(NS)
28-10-2017,mjunction,
28-10-2017,Cochin,107.81(112.54)
28-10-2017,Coonoor,80.62(NS)
28-10-2017,Coimbatore,89.88(NS)
28-10-2017,Tea Serve,66.86(89.57)
21-10-2017,Kolkata,159.12(148.41)
21-10-2017,Guwahati,148.86(140.46)
21-10-2017,Siliguri,132.99(NS)
21-10-2017,Jalpaiguri,NS(NS)
21-10-2017,mjunction,
21-10-2017,Cochin,110.17(112.52)
21-10-2017,Coonoor,NS(97.23)
21-10-2017,Coimbatore,NS(99.43)
21-10-2017,Tea Serve,NS(86.53)
14-10-2017,Kolkata,160.37(NS)
14-10-2017,Guwahati,153.66(NS)
14-10-2017,Siliguri,128.37(NS)
14-10-2017,Jalpaiguri,NS(NS)
14-10-2017,mjunction,
14-10-2017,Cochin,109.69(111.45)
14-10-2017,Coonoor,81.14(95.58)
14-10-2017,Coimbatore,89.01(102.40)
14-10-2017,Tea Serve,62.51(88.40)
07-10-2017,Kolkata,165.01(144.54)
07-10-2017,Guwahati,151.24(139.15)
07-10-2017,Siliguri,127.20(127.22)
07-10-2017,Jalpaiguri,NS(NS)
07-10-2017,mjunction,
07-10-2017,Cochin,106.27(110.64)
07-10-2017,Coonoor,79.82(97.46)
07-10-2017,Coimbatore,90.73(100.82)
07-10-2017,Tea Serve,61.87(88.07)
30-09-2017,Kolkata,NS(147.47)
30-09-2017,Guwahati,NS(138.78)
30-09-2017,Siliguri,NS(130.52)
30-09-2017,Jalpaiguri,NS(NS)
30-09-2017,mjunction,
30-09-2017,Cochin,106.87(111.49)
30-09-2017,Coonoor,78.85(98.24)
30-09-2017,Coimbatore,84.35(100.80)
30-09-2017,Tea Serve,60.06(88.52)
23-09-2017,Kolkata,162.78(149.87)
23-09-2017,Guwahati,153.70(139.27)
23-09-2017,Siliguri,127.38(129.71)
23-09-2017,Jalpaiguri,NS(NS)
23-09-2017,mjunction,
23-09-2017,Cochin,109.36(111.12)
23-09-2017,Coonoor,76.57(98.79)
23-09-2017,Coimbatore,82.93(100.02)
23-09-2017,Tea Serve,56.74(88.03)
16-09-2017,Kolkata,153.92(150.20)
16-09-2017,Guwahati,149.57(137.97)
16-09-2017,Siliguri,126.73(129.82)
16-09-2017,Jalpaiguri,NS(NS)
16-09-2017,mjunction,
16-09-2017,Cochin,105.59(NS)
16-09-2017,Coonoor,70.75(99.41)
16-09-2017,Coimbatore,80.81(99.91)
16-09-2017,Tea Serve,55.60(84.80)
09-09-2017,Kolkata,160.59(149.90)
09-09-2017,Guwahati,147.99(140.12)
09-09-2017,Siliguri,124.18(131.55)
09-09-2017,Jalpaiguri,NS(NS)
09-09-2017,mjunction,
09-09-2017,Cochin,NS(111.51)
09-09-2017,Coonoor,67.57(98.21)
09-09-2017,Coimbatore,78.13(99.73)
09-09-2017,Tea Serve,58.58(82.26)
02-09-2017,Kolkata,156.33(151.35)
02-09-2017,Guwahati,149.81(141.28)
02-09-2017,Siliguri,124.67(130.08)
02-09-2017,Jalpaiguri,NS(NS)
02-09-2017,mjunction,
02-09-2017,Cochin,108.03(114.62)
02-09-2017,Coonoor,64.22(95.97)
02-09-2017,Coimbatore,82.15(97.25)
02-09-2017,Tea Serve,60.51(78.87)
26-08-2017,Kolkata,163.05(150.00)
26-08-2017,Guwahati,153.43(142.04)
26-08-2017,Siliguri,124.43(127.29)
26-08-2017,Jalpaiguri,NS(NS)
26-08-2017,mjunction,
26-08-2017,Cochin,109.92(114.70)
26-08-2017,Coonoor,64.23(92.73)
26-08-2017,Coimbatore,81.25(96.43)
26-08-2017,Tea Serve,62.94(77.37)
19-08-2017,Kolkata,165.98(155.05)
19-08-2017,Guwahati,153.11(141.17)
19-08-2017,Siliguri,126.26(125.14)
19-08-2017,Jalpaiguri,NS(NS)
19-08-2017,mjunction,
19-08-2017,Cochin,107.82(111.39)
19-08-2017,Coonoor,65.60(90.82)
19-08-2017,Coimbatore,81.48(93.72)
19-08-2017,Tea Serve,58.90(78.43)
12-08-2017,Kolkata,164.03(158.31)
12-08-2017,Guwahati,156.38(143.12)
12-08-2017,Siliguri,124.33(128.79)
12-08-2017,Jalpaiguri,NS(NS)
12-08-2017,mjunction,
12-08-2017,Cochin,108.51(111.68)
